id2,num_of_reviews
d8768265,2.0
d12716391,2.0
d12322934,
d11956001,3.0
d12653008,3.0
d5518528,6.0
d3682215,4.0
d1389703,1.0
d4769799,1.0
d2614499,1.0
d10229836,2.0
d5519956,
d13382231,1.0
d12666409,2.0
d7098136,1.0
d10129421,2.0
d8602873,1.0
d12477194,5.0
d8645941,1.0
d3440658,1.0
d12908464,20.0
d5542177,3.0
d13199355,7.0
d13221327,3.0
d10901158,5.0
d7211116,4.0
d12794670,4.0
d8341386,1.0
d7942285,
d4844397,
d12321104,10.0
d12524614,4.0
d5981269,
d11716788,4.0
d12994513,31.0
d8368897,1.0
d3640273,1.0
d10164114,
d12903363,2.0
d10341702,1.0
d7993666,
d12725263,5.0
d986415,1.0
d7778457,1.0
d8471317,2.0
d13116481,2.0
d12267836,1.0
d11802029,3.0
d7604639,1.0
d5609053,
d5220177,
d12358681,13.0
d6224318,1.0
d10373462,5.0
d8614707,4.0
d6966876,2.0
d12708096,31.0
d9752090,1.0
d10172709,4.0
d13275113,4.0
d11911978,6.0
d13227872,3.0
d12136417,
d12992748,11.0
d10746833,1.0
d5956501,
d12665982,8.0
d4770182,1.0
d5987965,
d12029058,1.0
d12079908,7.0
d8672442,4.0
d5800746,
d12946349,1.0
d986416,1.0
d801050,1.0
d10305224,1.0
d13170374,9.0
d5523470,1.0
d7599778,1.0
d12632861,3.0
d10667241,1.0
d810086,3.0
d8751574,
d12492132,89.0
d4150098,1.0
d1341340,2.0
d13000302,8.0
d7124447,1.0
d6482168,1.0
d11809014,2.0
d12914836,6.0
d10456426,
d3680629,1.0
d13200350,6.0
d12378267,1.0
d8065349,1.0
d11828761,3.0
d12936715,12.0
d11857377,2.0
d10686601,4.0
d1062383,1.0
d7990861,4.0
d5487212,1.0
d4082285,1.0
d8737537,1.0
d4770161,
d9718684,2.0
d12950404,3.0
d6784109,
d718284,1.0
d10194262,1.0
d10042413,
d12090531,1.0
d7819987,
d9561755,4.0
d12332916,19.0
d7799870,1.0
d12864736,3.0
d12712237,
d12062083,8.0
d1043391,1.0
d3525392,1.0
d9596193,1.0
d13150160,6.0
d10202388,1.0
d1324495,1.0
d12187488,5.0
d12367784,8.0
d10509697,3.0
d12192143,1.0
d13076032,2.0
d1034646,1.0
d7251286,
d5609153,
d4925425,
d2011682,1.0
d12922003,11.0
d10547346,52.0
d13187843,15.0
d8338688,
d7660750,1.0
d12903253,11.0
d12899531,4.0
d7806860,1.0
d7902946,
d5520987,1.0
d8762922,15.0
d8619243,6.0
d7706919,1.0
d7792232,1.0
d1014035,1.0
d12301154,84.0
d10883994,2.0
d4769815,3.0
d1044115,1.0
d4770123,1.0
d10836656,
d7123206,1.0
d12840888,3.0
d12718161,12.0
d12988297,6.0
d7124282,1.0
d11916527,20.0
d2181493,1.0
d720554,1.0
d11688167,
d12799981,10.0
d5016395,1.0
d13330252,1.0
d10425543,1.0
d11931353,1.0
d11933105,
d7214111,
d9846354,5.0
d12999410,6.0
d813998,1.0
d12480147,6.0
d12940168,
d10491948,1.0
d4604132,
d13116870,1.0
d13156718,5.0
d13323452,20.0
d7124084,1.0
d10353403,2.0
d2524716,1.0
d12320863,
d12969140,1.0
d12171526,
d12725758,2.0
d5824683,
d12321261,4.0
d4793289,1.0
d12523722,5.0
d11637313,3.0
d13010268,41.0
d12331907,
d10347318,
d13129440,75.0
d10818781,2.0
d12922191,15.0
d13124708,91.0
d9768658,1.0
d13283517,2.0
d5976435,2.0
d10352428,2.0
d11707917,1.0
d11909308,4.0
d1044487,1.0
d10763041,3.0
d7285453,
d13195842,1.0
d12128050,1.0
d5960726,1.0
d12207211,3.0
d7123315,2.0
d10620526,1.0
d4924859,4.0
d5772879,
d12690988,1.0
d13236837,2.0
d11800123,
d12947271,8.0
d5449144,1.0
d8139050,1.0
d12682405,1.0
d1204139,1.0
d11916033,2.0
d8461858,4.0
d5884411,
d6623430,2.0
d743434,1.0
d12320523,1.0
d13418128,16.0
d12556899,
d7260354,1.0
d2660122,2.0
d12882922,
d12827824,13.0
d10624432,1.0
d5327378,1.0
d12269581,2.0
d13088142,3.0
d731913,1.0
d5487099,1.0
d12866425,
d13164271,
d12730923,2.0
d10205607,1.0
d11872877,1.0
d990826,1.0
d12542756,8.0
d10292298,6.0
d12575347,1.0
d5981359,
d775324,1.0
d5486305,1.0
d1092696,1.0
d7932605,
d10335797,1.0
d8138537,1.0
d10309121,3.0
d10819872,1.0
d3543463,1.0
d4555128,2.0
d3199762,1.0
d13307636,15.0
d9585261,1.0
d2514039,1.0
d13120933,11.0
d12866419,
d5607454,10.0
d8684717,10.0
d12825960,8.0
d13298082,5.0
d5260522,1.0
d7624276,1.0
d6109156,1.0
d10027024,
d10167781,1.0
d10522262,3.0
d5822036,
d1323404,1.0
d6211432,1.0
d11891355,2.0
d11860019,1.0
d3649034,1.0
d12511629,2.0
d12509597,
d13197586,9.0
d12369090,89.0
d12969456,66.0
d8812909,1.0
d13237265,129.0
d5869972,
d12682765,1.0
d12919466,39.0
d3235738,1.0
d7171730,
d3847920,1.0
d11994418,6.0
d12989277,7.0
d12670403,
d5818673,
d740221,1.0
d5122740,1.0
d11997673,5.0
d10033274,1.0
d7714322,1.0
d12594006,3.0
d8019062,1.0
d7691371,1.0
d9746758,1.0
d7677945,
d3970480,4.0
d10511790,2.0
d12925825,2.0
d13341137,3.0
d13320037,9.0
d11724732,6.0
d13171763,9.0
d12596349,6.0
d4149825,1.0
d12872693,7.0
d9730692,1.0
d13293560,24.0
d5864138,2.0
d12603591,1.0
d13007244,1.0
d12556871,
d12982760,
d11629708,6.0
d4793477,1.0
d12276417,5.0
d4802075,1.0
d12979482,1.0
d5603239,5.0
d10779161,3.0
d12963527,10.0
d12841375,1.0
d8581449,1.0
d11621192,2.0
d9726428,1.0
d10348400,
d12950745,5.0
d2012255,1.0
d11814231,
d987833,1.0
d11860832,1.0
d1343445,1.0
d8790983,
d5977039,1.0
d694430,1.0
d12865928,3.0
d12946158,1.0
d10505509,1.0
d13286191,76.0
d6610608,1.0
d5220228,1.0
d12882466,2.0
d12842994,2.0
d7306119,1.0
d8429034,
d12925683,3.0
d13132392,5.0
d8727194,3.0
d10733907,1.0
d12515587,
d11793427,1.0
d13392707,
d7060772,1.0
d12386328,1.0
d12711190,1.0
d7713936,1.0
d8354043,
d9776759,
d11767612,
d1335659,1.0
d12389547,1.0
d5824261,10.0
d13108357,4.0
d13506993,19.0
d3821682,
d6890082,4.0
d4269349,
d12831572,2.0
d8807347,
d12807643,4.0
d5414926,2.0
d12844146,9.0
d9767595,1.0
d13237797,5.0
d12526149,
d13307450,10.0
d10487971,2.0
d10833978,2.0
d12450497,2.0
d12257746,1.0
d13162263,1.0
d3442655,1.0
d7123564,1.0
d7123696,1.0
d12120287,4.0
d7246438,2.0
d13139838,14.0
d12029451,2.0
d964501,1.0
d13129944,18.0
d12517861,4.0
d12949527,3.0
d11869279,2.0
d12128270,2.0
d695146,1.0
d10077708,
d13125118,8.0
d12208953,
d9729939,1.0
d742687,1.0
d12994294,
d2708995,1.0
d991628,1.0
d10201979,2.0
d13295116,1.0
d12323267,
d5494183,1.0
d5525540,1.0
d12957841,8.0
d9788488,2.0
d13199409,4.0
d5959868,1.0
d13023866,19.0
d10003108,
d11671091,3.0
d4778073,
d7815272,
d5770013,
d13187514,4.0
d11925562,1.0
d10778626,1.0
d5816855,2.0
d10071176,2.0
d13164764,9.0
d10554458,6.0
d11825035,52.0
d12669552,
d12911423,2.0
d3576260,1.0
d13094943,
d8449603,1.0
d10618912,5.0
d12947060,30.0
d12632164,7.0
d8490027,1.0
d8828438,1.0
d879379,1.0
d7345199,1.0
d3535941,1.0
d7342569,1.0
d5523421,1.0
d12111087,4.0
d12962892,2.0
d7976846,1.0
d1044266,1.0
d12802661,3.0
d12362916,2.0
d12874956,10.0
d5853093,
d3956689,1.0
d777517,1.0
d7894408,5.0
d1081756,1.0
d13121923,3.0
d5507229,
d13206499,4.0
d13200203,4.0
d12340677,
d11741872,
d12827433,1.0
d5980445,1.0
d7626464,1.0
d5122717,
d4768212,1.0
d9823373,
d11863778,7.0
d11841903,8.0
d13200450,4.0
d12883439,2.0
d12903965,3.0
d8841968,5.0
d12246247,15.0
d9604677,2.0
d11651830,1.0
d12946086,
d13298844,17.0
d12826225,1.0
d3598499,1.0
d12320180,4.0
d12336951,
d2517894,2.0
d1044100,1.0
d5828805,
d12976363,22.0
d10319803,2.0
d12533808,4.0
d8763528,1.0
d7279200,1.0
d7887289,2.0
d9562457,1.0
d10026656,1.0
d12952495,8.0
d11538644,1.0
d13202060,3.0
d10733092,5.0
d12936195,2.0
d2084899,3.0
d13001052,12.0
d12156192,1.0
d8338619,2.0
d10624285,5.0
d7171660,1.0
d4268632,1.0
d7591721,1.0
d13220030,4.0
d12788115,3.0
d13232007,3.0
d13415332,2.0
d7277870,1.0
d10713299,9.0
d5791721,3.0
d12411211,20.0
d3975204,1.0
d12081488,2.0
d10396602,2.0
d5487134,2.0
d12728105,3.0
d7124116,5.0
d12682862,5.0
d13448140,7.0
d12512061,10.0
d1077859,1.0
d13185579,34.0
d12995096,
d9873529,3.0
d1081031,1.0
d1337116,1.0
d5969402,3.0
d5796579,3.0
d9726072,1.0
d1381912,1.0
d12946830,2.0
d10470924,
d12066507,1.0
d8338555,1.0
d12050622,
d12575804,3.0
d7124442,3.0
d12965944,7.0
d11828719,
d11666944,
d12881164,2.0
d12535728,8.0
d9735838,2.0
d11873792,
d1039266,1.0
d5220150,
d10058514,1.0
d12556427,1.0
d2569217,1.0
d8408390,1.0
d2393764,1.0
d6782102,1.0
d1317102,1.0
d5558249,2.0
d10153493,
d12457922,5.0
d1035211,1.0
d10464588,2.0
d12992755,22.0
d3199333,1.0
d5877986,1.0
d8448848,1.0
d10145743,33.0
d12670446,1.0
d4768736,7.0
d1563747,1.0
d8796653,1.0
d10795713,2.0
d3964087,1.0
d5961438,
d13344437,1.0
d12326267,1.0
d5818982,
d13171768,12.0
d3843048,1.0
d2307872,2.0
d5018865,2.0
d5506152,1.0
d12911584,1.0
d7123804,1.0
d7209037,1.0
d10799309,1.0
d12800119,5.0
d7123681,1.0
d12556914,6.0
d12458656,8.0
d12897344,22.0
d1044849,
d8490343,
d12146470,11.0
d5815636,
d12928932,12.0
d5823951,2.0
d7078322,
d4801159,2.0
d8744858,7.0
d10820096,3.0
d2346485,1.0
d7210334,1.0
d7124068,1.0
d5870318,2.0
d12964475,2.0
d12932899,7.0
d6073421,1.0
d801581,
d8712859,1.0
d1044990,1.0
d12017002,1.0
d4062112,1.0
d12143420,1.0
d12950931,24.0
d13206835,245.0
d12794736,14.0
d12351897,4.0
d11949038,5.0
d12106215,4.0
d11535662,2.0
d5443522,
d1044296,
d10485659,2.0
d11822289,1.0
d12153665,
d10379496,1.0
d1039192,1.0
d7352562,1.0
d695915,3.0
d10693216,17.0
d4835368,4.0
d5603997,1.0
d12535509,6.0
d13100274,43.0
d12188784,1.0
d13312169,3.0
d11695375,2.0
d7803007,1.0
d11814236,4.0
d12929803,9.0
d2652010,1.0
d13149443,
d8562181,3.0
d7690640,1.0
d8297517,16.0
d2670859,
d13388959,11.0
d1044949,1.0
d10332757,1.0
d12124975,
d5796309,3.0
d8133272,1.0
d8341278,1.0
d12866345,37.0
d12636858,5.0
d11890705,
d12879264,2.0
d11846928,1.0
d10229509,1.0
d13072321,1.0
d6762508,1.0
d13457625,1.0
d11888735,10.0
d13164602,7.0
d11913689,1.0
d715469,1.0
d10509783,
d12950507,6.0
d10507284,
d12998100,4.0
d8119726,2.0
d10520118,4.0
d12877197,1.0
d8274224,1.0
d12402367,3.0
d9778647,
d12690564,6.0
d12880646,1.0
d13313833,15.0
d12996273,8.0
d4770037,2.0
d12273000,5.0
d4768133,1.0
d12300241,3.0
d12097020,1.0
d5122686,4.0
d12856591,13.0
d2616613,1.0
d959188,1.0
d13074002,3.0
d12100345,3.0
d7720040,1.0
d7652022,
d12219387,3.0
d8068545,1.0
d10664008,2.0
d11544046,1.0
d11956134,
d12870847,9.0
d12175056,9.0
d8339936,4.0
d12967849,8.0
d12952483,8.0
d11801250,2.0
d12691064,
d9711131,2.0
d4770266,2.0
d12129922,1.0
d12217591,12.0
d4283122,4.0
d13093490,1.0
d5778793,
d5775967,
d5122707,1.0
d10832499,1.0
d7953129,2.0
d5796154,
d5873511,
d4476672,1.0
d4724873,1.0
d7938911,
d12596770,8.0
d8425174,1.0
d8693312,1.0
d12709311,6.0
d8298503,2.0
d4288479,1.0
d11956707,2.0
d12657458,3.0
d11921386,
d13130027,7.0
d10810171,2.0
d13275208,4.0
d12515422,2.0
d12789880,
d4589114,1.0
d13143590,18.0
d3487002,1.0
d5220188,
d2307390,1.0
d8154698,3.0
d12709307,19.0
d2250031,2.0
d10624889,1.0
d10388502,1.0
d5815452,
d13205768,5.0
d7133705,1.0
d10357352,
d4149308,
d11872400,4.0
d12320872,4.0
d12907065,5.0
d6706687,1.0
d12435635,3.0
d5519500,1.0
d9746789,
d4221365,
d696297,1.0
d694814,1.0
d13326979,26.0
d8339589,1.0
d5870795,1.0
d4768263,1.0
d8362971,1.0
d12909690,4.0
d12255465,
d5106382,1.0
d12953611,2.0
d5828140,1.0
d12936963,1.0
d11867679,8.0
d1044962,1.0
d12833748,3.0
d3332989,1.0
d13003250,3.0
d5771357,1.0
d13313752,36.0
d8703632,1.0
d7254739,2.0
d1354453,
d7382802,1.0
d10744724,
d1408549,1.0
d5583309,4.0
d5581136,3.0
d12006243,
d12187875,1.0
d10666998,1.0
d7123346,
d940947,1.0
d13277444,13.0
d12697222,13.0
d5811130,
d7676066,1.0
d10497174,1.0
d2703121,1.0
d12175666,
d13094271,1.0
d12059608,4.0
d5852565,
d12869413,1.0
d11626474,2.0
d13164810,3.0
d13197317,3.0
d5795153,2.0
d997823,2.0
d11966514,6.0
d12879684,18.0
d8029222,1.0
d11961472,10.0
d5956522,
d10746369,
d8390631,1.0
d12800464,6.0
d12898247,7.0
d10357544,3.0
d1319946,1.0
d13198239,6.0
d11502865,10.0
d6919510,1.0
d8604033,
d8749016,1.0
d1357533,1.0
d11868454,2.0
d8262987,
d10751303,1.0
d7083169,1.0
d12541465,7.0
d10462754,1.0
d1787835,1.0
d8685190,1.0
d12860819,3.0
d946775,1.0
d10148398,1.0
d697500,1.0
d743866,2.0
d12926423,2.0
d1035465,1.0
d5220185,1.0
d12937856,58.0
d10133942,3.0
d12513598,4.0
d12957208,1.0
d8762863,1.0
d12896616,8.0
d11705415,
d11894290,1.0
d5122244,1.0
d5852779,
d11777712,1.0
d12712759,1.0
d812144,1.0
d12910175,1.0
d12956476,6.0
d6153178,
d8822412,3.0
d11833215,1.0
d4604142,5.0
d12180458,3.0
d12922691,1.0
d4769756,4.0
d12864902,1.0
d10767916,1.0
d11701818,5.0
d13322757,140.0
d10747371,1.0
d4913048,4.0
d5531945,
d11855407,1.0
d12712586,2.0
d7706932,1.0
d13043231,23.0
d4039105,3.0
d8095702,1.0
d5936380,4.0
d5267530,1.0
d13009015,10.0
d13004500,6.0
d11837208,1.0
d8608082,
d13323427,3.0
d13195827,1.0
d8610876,2.0
d12460100,5.0
d8118112,1.0
d4431365,1.0
d7124200,1.0
d8828412,2.0
d7124532,1.0
d2228677,1.0
d12950787,2.0
d11962282,2.0
d5852162,1.0
d8527701,3.0
d1330611,
d5873310,3.0
d4756628,1.0
d10067438,3.0
d5426896,
d12571184,8.0
d10390319,1.0
d8359606,1.0
d12871676,2.0
d9810491,1.0
d12624396,9.0
d743851,1.0
d5799567,
d8411400,2.0
d13495398,3.0
d8795858,1.0
d13171238,24.0
d13290215,2.0
d12786547,522.0
d12435032,1.0
d8713169,
d12731449,2.0
d10071725,5.0
d10911068,3.0
d12034951,2.0
d12714194,11.0
d5617536,1.0
d12248319,5.0
d13190651,29.0
d12595171,1.0
d10347526,1.0
d12317826,
d13161118,2.0
d5823765,3.0
d5957383,
d12839942,3.0
d12477034,5.0
d13001795,5.0
d10661927,7.0
d4293735,2.0
d12881093,14.0
d12284452,1.0
d6715817,1.0
d11929313,1.0
d12874438,5.0
d11876499,1.0
d4605073,1.0
d10372360,6.0
d13327886,13.0
d4058102,1.0
d5433577,2.0
d1420098,
d12661577,1.0
d1328187,1.0
d958688,
d7657936,1.0
d2014210,1.0
d7811548,4.0
d12638698,12.0
d12864798,5.0
d12967421,1.0
d7246429,1.0
d13289889,18.0
d13296673,2.0
d10483652,1.0
d3516208,1.0
d5826148,
d3532804,
d13224877,8.0
d10480192,3.0
d8842283,4.0
d11882314,4.0
d2311079,1.0
d8338515,1.0
d6585847,1.0
d1125188,1.0
d1018608,1.0
d4770118,1.0
d5936326,
d12339205,71.0
d10020878,3.0
d5506626,
d12660221,9.0
d12945991,
d5443482,
d12431270,2.0
d5863935,
d12613463,1.0
d11850092,4.0
d13091113,3.0
d12532906,1.0
d13160451,
d3613475,1.0
d5958950,2.0
d4770268,1.0
d7622665,24.0
d1413421,2.0
d13283803,5.0
d5957522,1.0
d7788524,1.0
d13075641,1.0
d5522556,2.0
d10512217,1.0
d3560914,2.0
d2211730,1.0
d5860218,2.0
d12430695,1.0
d12872582,1.0
d4768148,3.0
d4912313,
d11657387,2.0
d4114663,1.0
d11691267,2.0
d7124520,2.0
d12121063,
d7622336,1.0
d12814377,1.0
d7124228,1.0
d13061627,
d12904171,1.0
d11827955,14.0
d13122472,377.0
d9587011,2.0
d11734083,11.0
d12512213,4.0
d13197973,51.0
d7649071,4.0
d13331672,18.0
d10813618,7.0
d12593559,
d784855,1.0
d997436,1.0
d13273661,3.0
d7599095,1.0
d12546317,1.0
d12207476,1.0
d13183671,64.0
d3542011,1.0
d12447935,6.0
d5976508,2.0
d13100127,15.0
d1081683,1.0
d10802051,1.0
d5489152,
d8814420,1.0
d12977288,
d793376,1.0
d12981295,3.0
d12182212,1.0
d7761701,
d5550626,1.0
